3.755000	0	0	0
3.765000	0	0	1
3.775000	0	0	0
3.785000	0	0	0
3.795000	0	0	1
3.805000	0	0	0
3.815000	0	0	0
3.825000	0	0	0
3.835000	0	0	1
3.845000	0	0	0
3.855000	0	0	0
3.865000	0	0	0
3.875000	0	0	0
3.885000	0	0	0
3.895000	0	0	0
3.905000	0	0	0
3.915000	0	0	0
3.925000	0	0	0
3.935000	0	0	0
3.945000	0	0	0
3.955000	0	0	0
3.965000	0	0	0
3.975000	0	0	0
3.985000	0	0	0
3.995000	0	0	0
4.005000	0	0	0
4.015000	0	0	1
4.025000	0	0	0
4.035000	0	0	0
4.045000	0	0	1
4.055000	0	0	0
4.065000	0	0	0
4.075000	0	0	0
4.085000	0	0	0
4.095000	0	0	1
4.105000	0	0	0
4.115000	0	0	0
4.125000	0	0	0
4.135000	0	0	0
4.145000	0	0	0
4.155000	0	0	0
4.165000	0	0	0
4.175000	0	0	0
4.185000	0	0	0
4.195000	0	0	0
4.205000	0	0	1
4.215000	0	0	0
4.225000	0	0	0
4.235000	0	0	0
4.245000	0	0	0
4.255000	0	0	0
4.265000	0	0	0
4.275000	0	0	0
4.285000	0	0	0
4.295000	0	0	0
4.305000	0	0	0
4.315000	0	0	0
4.325000	0	0	0
4.335000	0	0	0
4.345000	0	0	0
4.355000	0	0	0
4.365000	0	0	0
4.375000	0	0	0
4.385000	0	0	0
4.395000	0	0	0
4.405000	0	0	0
4.415000	0	0	0
4.425000	0	0	0
4.435000	0	0	0
4.445000	0	0	0
4.455000	0	0	0
4.465000	0	0	0
4.475000	0	0	0
4.485000	0	0	0
4.495000	0	0	0
4.505000	0	0	0
4.515000	0	0	0
4.525000	0	0	0
4.535000	0	0	0
4.545000	0	0	0
4.555000	0	0	0
4.565000	0	0	0
4.575000	0	0	1
4.585000	0	0	0
4.595000	0	0	0
4.605000	0	0	0
4.615000	0	0	0
4.625000	0	0	0
4.635000	0	0	0
4.645000	0	0	0
4.655000	0	0	0
4.665000	0	0	0
4.675000	0	0	0
4.685000	0	0	0
4.695000	0	0	0
4.705000	0	0	0
4.715000	0	0	0
4.725000	0	0	0
4.735000	0	0	0
4.745000	0	0	0
4.755000	0	0	1
4.765000	0	0	0
4.775000	0	0	0
4.785000	0	0	0
4.795000	0	0	0
4.805000	0	0	0
4.815000	0	0	0
4.825000	0	0	0
4.835000	0	0	0
4.845000	0	0	0
4.855000	0	0	0
4.865000	0	0	0
4.875000	0	0	0
4.885000	0	0	0
4.895000	0	0	0
4.905000	0	0	0
4.915000	0	0	0
4.925000	0	0	0
4.935000	0	0	0
4.945000	0	0	0
4.955000	0	0	0
4.965000	0	0	0
4.975000	0	0	0
4.985000	0	0	0
4.995000	0	0	0
5.005000	0	0	6
